Shipment#,Sales,Operations,Carrier legalName,Carrier displayName,Nature of Goods,Considerable Charging Unit,Origin Port,Commodity,Destination Port,isHouseholdGoods,isUsedGoods,isHazardous,isPerishable,isVehicle,Origin State,Destination State,Destination country,createdDate,shipmentStatus
MAT210477,Aurora Patel,Maya Lopez,Turkish Airlines,Turkish Airlines/JFK *,Other,136680,BOS,auto parts,BLR,No,No,No,No,No,Massachusetts,Karnataka,India,2021-01-25T19:45:24.857Z,Completed
MAT211060,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,13402,IAD,GIFTS,SGN,No,No,No,No,No,District of Columbia,Thái Bình,Vietnam,2021-03-02T21:39:08.010Z,Completed
MAT210076,Benjamin Lewis,Maya Lopez,China Airlines Cargo,China Airlines Cargo / SFO *,Other,129756,ATL,GIFTS,SGN,No,No,No,No,No,Georgia,Thái Bình,Vietnam,2021-01-05T23:13:33.201Z,Cancel
MAT203404,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,302824,BOS,GIFTS,SGN,No,No,No,No,No,Massachusetts,Thái Bình,Vietnam,2020-12-21T18:10:02.682Z,Completed
MAT203398,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,231574,MCO,GIFTS,SGN,No,No,No,No,No,Florida,Thái Bình,Vietnam,2020-12-21T18:03:27.252Z,Completed
MAT210360,Aurora Patel,Daniel Young,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Household/Personal Goods,204307,IAD,Personal goods and Television ,DXB,Yes,No,No,No,No,District of Columbia,Al Garhoud,United Arab Emirates,2021-01-19T17:19:22.774Z,Cancel
MAT210444,Benjamin Lewis,Maya Lopez,Turkish Airlines,Turkish Airlines/JFK *,Other,108866,IAD,GIFTS,SGN,No,No,No,No,No,District of Columbia,Thái Bình,Vietnam,2021-01-22T16:45:35.190Z,Completed
MAT211063,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,296053,BOS,GIFTS,SGN,No,No,No,No,No,Massachusetts,Thái Bình,Vietnam,2021-03-02T21:44:55.505Z,Completed
MAT203399,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,304324,MCO,GIFTS,SGN,No,No,No,No,No,Florida,Thái Bình,Vietnam,2020-12-21T18:04:36.121Z,Completed
MAT203320,Aurora Patel,Christopher Hernandez,Qatar Airways,Qatar Airways / LAX *,Other,295611,MIA,Live Animals,DOH,No,No,No,No,No,Florida,Doha,Qatar,2020-12-16T15:19:05.434Z,Completed
MAT210447,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,254804,MCO,GIFTS,SGN,No,No,No,No,No,Florida,Thái Bình,Vietnam,2021-01-22T16:48:02.292Z,Completed
MAT210144,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,18684,IAD,GIFTS,SGN,No,No,No,No,No,District of Columbia,Thái Bình,Vietnam,2021-01-08T16:44:42.258Z,Completed
MAT203405,Benjamin Lewis,Maya Lopez,China Airlines Cargo,China Airlines Cargo / SFO *,Other,77939,ATL,GIFTS,SGN,No,No,No,No,No,Georgia,Thái Bình,Vietnam,2020-12-21T18:11:09.046Z,Completed
MAT211007,Aurora Patel,Maya Lopez,Saudia Airlines Cargo,Saudia Airlines Cargo / JFK *,Other,115744,ORD,auto parts,JED,No,No,No,No,No,Illinois,Mecca,Saudi Arabia,2021-02-26T21:57:53.549Z,Completed
MAT203403,Benjamin Lewis,Maya Lopez,Turkish Airlines,Turkish Airlines/JFK *,Other,234950,IAD,GIFTS,SGN,No,No,No,No,No,District of Columbia,Thái Bình,Vietnam,2020-12-21T18:09:07.095Z,Completed
MAT210892,Aurora Patel,Maya Lopez,Turkish Airlines,Turkish Airlines/JFK *,Other,291354,ORD,auto parts,BLR,No,No,No,No,No,Illinois,Karnataka,India,2021-02-19T18:47:30.587Z,Cancel
MAT203324,Aurora Patel,Christopher Hernandez,Qatar Airways,Qatar Airways / LAX *,Other,127506,MIA,Live Animals,DOH,No,No,No,No,No,Florida,Doha,Qatar,2020-12-16T15:23:21.962Z,Cancel
MAT203340,Aurora Patel,Maya Lopez,Turkish Airlines,Turkish Airlines/JFK *,Other,11414,LAX,auto parts,MAA,No,No,No,No,No,California,Tamil Nadu,India,2020-12-16T21:23:40.587Z,Completed
MAT203322,Aurora Patel,Christopher Hernandez,Qatar Airways,Qatar Airways / LAX *,Other,18840,MIA,Live Animals,DOH,No,No,No,No,No,Florida,Doha,Qatar,2020-12-16T15:21:36.014Z,Completed
MAT210149,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,163620,IAD,GIFTS,SGN,No,No,No,No,No,District of Columbia,Thái Bình,Vietnam,2021-01-08T16:51:52.358Z,Completed
MAT210443,Benjamin Lewis,Maya Lopez,China Airlines Cargo,China Airlines Cargo / SFO *,Other,65752,ATL,GIFTS,SGN,No,No,No,No,No,Georgia,Thái Bình,Vietnam,2021-01-22T16:44:41.458Z,Completed
MAT210140,Benjamin Lewis,Maya Lopez,China Airlines Cargo,China Airlines Cargo / SFO *,Other,241001,ATL,GIFTS,SGN,No,No,No,No,No,Georgia,Thái Bình,Vietnam,2021-01-08T16:38:52.016Z,Completed
MAT211065,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,222657,MCO,GIFTS,SGN,No,No,No,No,No,Florida,Thái Bình,Vietnam,2021-03-02T21:46:45.824Z,Completed
MAT210138,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,295213,BOS,GIFTS,SGN,No,No,No,No,No,Massachusetts,Thái Bình,Vietnam,2021-01-08T16:37:17.164Z,Completed
MAT203332,Aurora Patel,Maya Lopez,Turkish Airlines,Turkish Airlines/JFK *,Other,251794,MIA,auto parts,BLR,No,No,No,No,No,Florida,Karnataka,India,2020-12-16T17:55:44.718Z,Cancel
MAT203321,Aurora Patel,Christopher Hernandez,Qatar Airways,Qatar Airways / LAX *,Other,189410,MIA,Live Animals,DOH,No,No,No,No,No,Florida,Doha,Qatar,2020-12-16T15:20:03.834Z,Cancel
MAT203400,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,226319,IAD,GIFTS,SGN,No,No,No,No,No,District of Columbia,Thái Bình,Vietnam,2020-12-21T18:05:49.725Z,Completed
MAT210441,Benjamin Lewis,Maya Lopez,Turkish Airlines,Turkish Airlines/JFK *,Other,38751,ATL,GIFTS,SGN,No,No,No,No,No,Georgia,Thái Bình,Vietnam,2021-01-22T16:42:54.227Z,Completed
MAT210148,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,3879,MCO,GIFTS,SGN,No,No,No,No,No,Florida,Thái Bình,Vietnam,2021-01-08T16:51:36.439Z,Completed
MAT210142,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,145364,IAD,GIFTS,SGN,No,No,No,No,No,District of Columbia,Thái Bình,Vietnam,2021-01-08T16:43:19.520Z,Completed
MAT210147,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,75734,IAD,GIFTS,SGN,No,No,No,No,No,District of Columbia,Thái Bình,Vietnam,2021-01-08T16:50:55.648Z,Completed
MAT210145,Benjamin Lewis,Maya Lopez,China Airlines Cargo,China Airlines Cargo / SFO *,Other,116744,ATL,GIFTS,SGN,No,No,No,No,No,Georgia,Thái Bình,Vietnam,2021-01-08T16:46:43.103Z,Completed
MAT210023,Aurora Patel,Maya Lopez,Saudia Airlines Cargo,Saudia Airlines Cargo / JFK *,Other,34591,ORD,auto parts,DMM,No,No,No,No,No,Illinois,Dammam,Saudi Arabia,2021-01-04T18:01:25.697Z,Completed
MAT203306,Aurora Patel,Maya Lopez,Turkish Airlines,Turkish Airlines/JFK *,Other,103170,ORD,auto parts,AMM,No,No,No,No,No,Illinois,Amman,Jordan,2020-12-15T21:32:41.550Z,Completed
MAT203401,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,177996,IAD,GIFTS,SGN,No,No,No,No,No,District of Columbia,Thái Bình,Vietnam,2020-12-21T18:06:40.181Z,Completed
MAT203325,Aurora Patel,Christopher Hernandez,Qatar Airways,Qatar Airways / LAX *,Other,132636,MIA,Live Animals,DOH,No,No,No,No,No,Florida,Doha,Qatar,2020-12-16T15:24:14.151Z,Cancel
MAT203402,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,246827,BOS,GIFTS,SGN,No,No,No,No,No,Massachusetts,Thái Bình,Vietnam,2020-12-21T18:08:06.559Z,Completed
MAT210139,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,242117,BOS,GIFTS,SGN,No,No,No,No,No,Massachusetts,Thái Bình,Vietnam,2021-01-08T16:38:17.099Z,Completed
MAT210077,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,284671,BOS,GIFTS,SGN,No,No,No,No,No,Massachusetts,Thái Bình,Vietnam,2021-01-05T23:20:10.618Z,Completed
MAT210078,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,17224,MCO,GIFTS,SGN,No,No,No,No,No,Florida,Thái Bình,Vietnam,2021-01-05T23:24:46.770Z,Completed
MAT210143,Benjamin Lewis,Maya Lopez,China Airlines Cargo,China Airlines Cargo / SFO *,Other,9193,ATL,GIFTS,SGN,No,No,No,No,No,Georgia,Thái Bình,Vietnam,2021-01-08T16:43:36.725Z,Completed
MAT210442,Benjamin Lewis,Maya Lopez,China Airlines Cargo,China Airlines Cargo / SFO *,Other,228081,ATL,GIFTS,SGN,No,No,No,No,No,Georgia,Thái Bình,Vietnam,2021-01-22T16:43:54.355Z,Completed
MAT211058,Benjamin Lewis,Maya Lopez,China Airlines Cargo,China Airlines Cargo / SFO *,Other,11388,ATL,GIFTS,SGN,No,No,No,No,No,Georgia,Thái Bình,Vietnam,2021-03-02T21:33:23.640Z,Completed
MAT210075,Benjamin Lewis,Maya Lopez,China Airlines Cargo,China Airlines Cargo / SFO *,Other,2719,ATL,GIFTS,SGN,No,No,No,No,No,Georgia,Thái Bình,Vietnam,2021-01-05T23:08:55.874Z,Completed
MAT210036,Benjamin Lewis,Maya Lopez,China Airlines Cargo,China Airlines Cargo / SFO *,Other,72919,ATL,GIFTS,SGN,No,No,No,No,No,Georgia,Thái Bình,Vietnam,2021-01-04T20:59:04.026Z,Completed
MAT203412,Aurora Patel,Maya Lopez,Turkish Airlines,Turkish Airlines/JFK *,Other,282724,ORD,auto parts,MAA,No,No,No,No,No,Illinois,Tamil Nadu,India,2020-12-21T22:02:53.034Z,Completed
MAT211062,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,158731,IAD,GIFTS,SGN,No,No,No,No,No,District of Columbia,Thái Bình,Vietnam,2021-03-02T21:42:35.517Z,Completed
MAT210146,Benjamin Lewis,Maya Lopez,China Airlines Cargo,China Airlines Cargo / SFO *,Other,286633,ATL,GIFTS,SGN,No,No,No,No,No,Georgia,Thái Bình,Vietnam,2021-01-08T16:48:55.127Z,Completed
MAT210150,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,263384,MCO,GIFTS,SGN,No,No,No,No,No,Florida,Thái Bình,Vietnam,2021-01-08T16:53:52.239Z,Completed
MAT210653,Aurora Patel,Liam Hernandez,Qatar Airways,Qatar Airways / LAX *,Other,150349,JFK,"Medical Equipments	",HAN,No,No,No,No,No,New York,Hà Nội,Vietnam,2021-02-04T16:49:48.941Z,Completed
MAT211059,Benjamin Lewis,Maya Lopez,China Airlines Cargo,China Airlines Cargo / SFO *,Other,177862,ATL,GIFTS,SGN,No,No,No,No,No,Georgia,Thái Bình,Vietnam,2021-03-02T21:34:17.933Z,Completed
MAT211066,Benjamin Lewis,Maya Lopez,All Nippon Airways ,All Nippon Airways/LAX *,Other,29947,MCO,GIFTS,SGN,No,No,No,No,No,Florida,Thái Bình,Vietnam,2021-03-02T21:50:24.370Z,Completed
MAT212792,Benjamin Lewis,Maya Lopez,China Airlines Cargo,China Airlines Cargo / SFO *,Other,65387,ATL,GIFTS,SGN,No,No,No,No,No,Georgia,Thái Bình,Vietnam,2021-06-01T20:49:15.891Z,Completed
MAT217863,Blake Garcia,Daniel Young,Turkish Airlines,Turkish Airlines/JFK *,Other,78906,LAX,Carbon Steel material,BOM,No,No,No,No,No,California,Maharashtra,India,2021-12-28T16:28:13.651Z,Completed
MAT238085,Lucas Thompson,Evelyn Jones,Lufthansa Cargo,Lufthansa Cargo / JFK *,General,238236,MCO,"10 Aluminum Extrusions X 144” - Civil Purpose Only
",HYD,No,No,No,No,No,Florida,Andhra Pradesh,India,2023-12-19T17:35:47.297Z,Completed
MAT203274,Blake Garcia,Daniel Young,Qatar Airways,Qatar Airways / LAX *,Household/Personal Goods,18584,MIA,Household Goods,ZNZ,Yes,No,No,No,No,Florida,Mjini Magharibi,Tanzania,2020-12-14T16:46:07.225Z,Completed
MAT224650,Lucas Thompson,Evelyn Jones,British Airways,British Airways/SFO *,General,138861,LAX,"Gasket, Crucible Bottom, GrainPro
",BOM,No,No,No,No,No,California,Maharashtra,India,2022-08-16T11:17:14.263Z,Completed
MAT236841,Maya Davis,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,289183,DFW,Cameron Scanner,KUL,No,No,No,No,No,Texas,,Malaysia,2023-10-23T14:05:34.486Z,Completed
MAT227003,Aurora Patel,William Johnson,Air Canada Cargo,Air Canada Cargo/SFO *,General,50506,STL,"Automatic Captioning Engine/3GB/HD/SD-SDI ""Superior"" Caption Encoder, IP Ready",BOM,No,No,No,No,No,Missouri,Maharashtra,India,2022-11-21T20:57:17.799Z,Completed
MAT233036,Benjamin Lewis,Zoe Brown,Saudia Airlines Cargo,Saudia Airlines Cargo / JFK *,Other,314029,IAD,"Electronic Equipment
1pce Lithium Ion Batteries in Compliance with Section II PI 967 ",RUH,No,No,No,No,No,District of Columbia,Riyadh,Saudi Arabia,2023-05-02T20:41:06.463Z,Audited
MAT225280,Blake Garcia,Sophia Thomas,Turkish Airlines,Turkish Airlines/JFK *,General,43870,JFK,Goyen Valve,SIN,No,No,No,No,No,New York,Changi,Singapore,2022-09-20T12:10:11.589Z,Completed
MAT230881,Blake Garcia,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,270100,ORD,Billiard Table or Parts,LHE,No,No,No,No,No,Illinois,Punjab,Pakistan,2023-02-06T12:28:03.357Z,Completed
MAT230968,Lucas Thompson,Evelyn Jones,Air Canada Cargo,Air Canada Cargo/SFO *,General,128767,MSP,"Not For Human Use
Medical supply demo units
Orbital Athroectomy",DEL,No,No,No,No,No,Minnesota,Punjab,India,2023-02-09T13:07:11.370Z,Completed
MAT231155,Blake Garcia,Ava Garcia,Qatar Airways,Qatar Airways / LAX *,General,76270,LAX,Laboratory diagnostic kits OFAC general licensed,IKA,No,No,No,No,No,California,Tehran,Iran,2023-02-17T10:25:31.435Z,Completed
MAT232299,Alexander Young,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,201806,IAH,Customer Arranging Pickup Winches ,KUL,No,No,No,No,No,Texas,Selangor,Malaysia,2023-03-31T15:26:13.103Z,Completed
MAT232714,Matthew Johnson,Luna Miller,DHL Aviation Americas,DHL Aviation Americas / SFO *,General,104638,SFO,Personal Clothing,DEL,Yes,No,No,No,No,California,Punjab,India,2023-04-18T20:20:30.247Z,Completed
MAT233096,Lucas Thompson,Daniel Anderson,British Airways,British Airways/SFO *,General,8511,BOS,Out Modulator; with 2 port HDMI input and Digital Audio;,BLR,No,No,No,No,No,Massachusetts,Karnataka,India,2023-05-04T13:48:48.470Z,Completed
MAT233733,Alexander Young,Ava Garcia,Lufthansa Cargo,Lufthansa Cargo / JFK *,General,299445,TPA,Machine Parts for Can-making machines,MAA,No,No,No,No,No,Florida,Tamil Nadu,India,2023-05-30T22:02:14.551Z,Completed
MAT235212,Lucas Thompson,Noah Patel,Air India,Air India / SFO *,General,216384,SFO,Gas Control Equipment,BLR,No,No,No,No,No,California,Karnataka,India,2023-08-07T12:16:02.055Z,Completed
MAT235511,Maya Davis,Sophia Thomas,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Other,204417,JFK,"Chemical impurity/ Perishable 
Shipment contains UN1845 Dry Ice 20 Kgs",BOM,No,No,No,Yes,No,New York,Maharashtra,India,2023-08-21T15:52:34.077Z,Completed
MAT236264,Maya Davis,James Moore,British Airways,British Airways / SFO *,General,140041,MCI,Automatic Captioning Engine,BOM,No,No,No,No,No,Missouri,Maharashtra,India,2023-09-22T23:31:28.072Z,Completed
MAT236334,Lucas Thompson,Ava Garcia,Qatar Airways,Qatar Airways / LAX *,General,154752,MIA,"Ethernet Cable - Regulator
",DOH,No,No,No,No,No,Florida,Doha,Qatar,2023-09-27T12:30:10.790Z,Completed
MAT236809,Blake Garcia,Ethan Wright,Turkish Airlines,Turkish Airlines / JFK*,Other,5555,ORD,Valve Assemble,MAA,No,No,No,No,No,Illinois,Tamil Nadu,India,2023-10-20T12:14:24.495Z,Completed
MAT237371,Ethan Baker,Michael Miller,Turkish Airlines,Turkish Airlines / JFK*,Other,259973,JFK,"Secondary Smart Lithium-Ion Battery Packs

Lithium Ion Battery packed in the equipment, UN3481, Packing Instruction 967, Section II",KWI,No,No,No,No,No,New York,Farwaniya,Kuwait,2023-11-16T16:38:21.726Z,Completed
MAT237383,Maya Davis,Ava Garcia,Air India,Air India / SFO*,General,15708,SFO,Pizza Loader,BLR,No,No,No,No,No,California,Karnataka,India,2023-11-16T20:07:08.635Z,Completed
MAT237825,Ethan Baker,Michael Miller,Turkish Airlines,Turkish Airlines / JFK*,General,57806,ATL,HISTO-MARK PEN UN#1210,LOS,No,No,Yes,No,No,Georgia,Anambra,Nigeria,2023-12-08T18:07:21.637Z,Completed
MAT240362,Riley Bennett,Elijah Allen,British Airways,British Airways / SFO *,General,132697,PIT,General cargo,KWI,No,No,No,No,No,Pennsylvania,Farwaniya,Kuwait,2024-01-18T11:41:26.243Z,Released
MAT240590,Maya Davis,Ava Garcia,Emirates Sky Cargo / SFO *,Emirates Sky Cargo / SFO *,General,69918,SFO,General cargo,BLR,No,No,No,No,No,California,Karnataka,India,2024-01-26T15:21:50.525Z,Released
MAT214153,Aurora Patel,Charlotte Jackson,Turkish Airlines,Turkish Airlines/JFK *,Other,182622,LAX,auto parts,BOM,No,No,No,No,No,California,Maharashtra,India,2021-07-26T19:32:13.098Z,Completed
MAT224473,Evelyn Williams,Mia Garcia,Air India,Air India / SFO *,Other,197274,SFO,Pizza Loader,BLR,No,No,No,No,No,,,India,2022-08-05T20:29:03.102Z,Completed
MAT211056,Matthew Johnson,Luna Miller,Air India,Air India / SFO *,Other,298129,SFO,Parts of Microscopes,DEL,No,No,No,No,No,California,Punjab,India,2021-03-02T21:26:26.477Z,Completed
MAT203444,Matthew Johnson,Luna Miller,Turkish Airlines,Turkish Airlines/JFK *,Other,153773,SFO,Components and Materials,LED,No,No,No,No,No,California,,Russia,2020-12-22T19:56:12.965Z,Completed
MAT212096,Aurora Patel,Daniel Young,Etihad Crystal Cargo,Etihad Crystal Cargo / LAX *,Other,111890,EWR,Single Turn Wave Spring Open,MAA,No,No,No,No,No,New Jersey,Tamil Nadu,India,2021-04-23T19:25:15.815Z,Completed
MAT216432,Aurora Patel,Liam Hernandez,Qatar Airways,Qatar Airways / LAX *,Other,246624,PHL,Medical items (general cargo),HAN,No,No,No,No,No,Pennsylvania,Hà Nội,Vietnam,2021-10-29T13:18:33.169Z,Completed
MAT223025,Ethan Baker,Sophia Thomas,Turkish Airlines,Turkish Airlines/JFK *,Dangerous Goods,173921,SFO,"Adhesive,Underfill loctite",SGN,No,No,Yes,No,No,California,Thái Bình,Vietnam,2022-05-27T20:51:21.783Z,Completed
MAT221880,Aurora Patel,Mia Garcia,Turkish Airlines,Turkish Airlines/JFK *,Other,105226,IAD,Medical Adhesive,HAN,No,No,No,No,No,District of Columbia,Hà Nội,Vietnam,2022-03-31T15:59:10.837Z,Completed
MAT226180,Ethan Baker,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,Other,76603,ATL,Everslik 1201 black gallon ,DWC,No,No,Yes,No,No,Georgia,Dubai,United Arab Emirates,2022-10-21T18:12:30.977Z,Completed
MAT217311,Ethan Baker,Charlotte Jackson,British Airways,British Airways/LHR,Dangerous Goods,75667,SFO,UN1070 NITROUS OXIDE,PVG,No,No,Yes,No,No,California,Shanghai Municipality,China,2021-12-02T21:21:12.627Z,Completed
MAT231206,Lucas Thompson,Sophia Thomas,British Airways,British Airways/SFO *,General,19720,SFO,General Cargo,HYD,No,No,No,No,No,California,Andhra Pradesh,India,2023-02-21T11:45:12.776Z,Completed
MAT210366,Matthew Johnson,Luna Miller,Turkish Airlines,Turkish Airlines/JFK *,Other,86524,SFO,Components and Materials,LED,No,No,No,No,No,California,,Russia,2021-01-19T19:55:44.979Z,Completed
MAT212311,Matthew Johnson,Luna Miller,Air France KLM Martinair Cargo,Air France KLM Martinair Cargo / SFO *,Other,45311,SFO,TOOLS,LED,No,No,No,No,No,California,,Russia,2021-05-07T19:30:29.906Z,Completed
MAT212689,Matthew Johnson,Luna Miller,Air India,Air India / SFO *,Other,270653,SFO,Parts of Microscopes,DEL,No,No,No,No,No,California,Punjab,India,2021-05-26T20:57:01.079Z,Completed
MAT217718,Blake Garcia,Mia Garcia,Qatar Airways,Qatar Airways / LAX *,Other,236431,JFK,SERVO VALVE,TRV,No,No,No,No,No,New York,Kerala,India,2021-12-20T17:08:08.031Z,Completed
MAT236769,Evelyn Martin,Ethan Wright,British Airways,British Airways / SFO *,General,208733,DEN,Memory - Non ECC - Desktop Ram,DEL,No,No,No,No,No,Colorado,Punjab,India,2023-10-19T07:02:49.255Z,Completed
MAT223870,Lucas Thompson,Evelyn Jones,Turkish Airlines,Turkish Airlines/JFK *,General,25163,ORD,Hydraulic Workholding for Jigs & Fixtures,BOM,No,No,No,No,No,,,India,2022-07-07T13:34:52.295Z,Completed
MAT224763,Blake Garcia,Benjamin Lee,Air India,Air India / SFO *,General,268029,JFK,"Exit Device, Trim, Spring - Non hazardous",BOM,No,No,No,No,No,New York,Maharashtra,India,2022-08-23T11:12:35.614Z,Completed
MAT225418,Blake Garcia,Ava Garcia,Turkish Airlines,Turkish Airlines/JFK *,Other,50576,SFO,Accuref 30 Splice-able,LHE,No,No,No,No,No,California,Punjab,Pakistan,2022-09-26T16:40:06.464Z,Completed
MAT230994,Lucas Thompson,Evelyn Jones,Air Canada Cargo,Air Canada Cargo/SFO *,General,49141,JFK,Ceramic Powder,BOM,No,No,No,No,No,New York,Maharashtra,India,2023-02-10T11:39:27.747Z,Completed
MAT232691,Lucas Thompson,Logan Martin,Air Canada Cargo,Air Canada Cargo/SFO *,General,248318,MIA,Hydraulic Pump,CMN,No,No,No,No,No,Florida,Casablanca-Settat,Morocco,2023-04-18T11:07:15.298Z,Completed
MAT233409,Alexander Young,Ethan Wright,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,General,210191,CLT,"SPARE PARTS FOR EXTRUDER
(SCREW ELEMENTS, SPACE WASHER, SCREW BUSHING, KNEADING BLOCK )

HS Code: 8477.90
",MNL,No,No,No,No,No,North Carolina,Metro Manila,Philippines,2023-05-17T19:13:52.010Z,Completed
MAT234397,Matthew Johnson,Luna Miller,Air India,Air India / SFO *,General,86572,SFO,"Components

Invoice# 23-34577",DEL,No,No,No,No,No,California,Punjab,India,2023-06-29T17:31:01.699Z,Completed
MAT235077,Maya Davis,Ava Garcia,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Other,13091,BOS,Water Filteration Equipments,CCU,No,No,No,No,No,Massachusetts,West Bengal,India,2023-07-31T14:53:08.555Z,Completed
MAT235100,Alexander Young,Ethan Wright,Air Canada Cargo,Air Canada Cargo/SFO *,Other,306536,ORD,"DD CONCENTRATED

V.s Nitrifiers , V.sassimilators & Vs Rebuild. TEMP RANGE SHOULD BE MAINTAINED 2 - 8 * C",DEL,No,No,No,Yes,No,Illinois,Punjab,India,2023-08-01T11:57:53.263Z,Completed
MAT235474,Blake Garcia,Ethan Wright,Turkish Airlines,Turkish Airlines / JFK*,Other,140765,MIA,"Laptops, Computer Accessories & Peripherals and UN3481 ION Battery (LITHIUM-ION BATTERIES IN COMPLIANCE WITH SECTION II OF PI 967)",DXB,No,No,No,No,No,Florida,Al Garhoud,United Arab Emirates,2023-08-18T05:58:51.140Z,Completed
MAT237932,Maya Davis,Elijah Allen,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,General,314440,ATL,"Quick Time RM-8010SFI
Transmission Bellhousing with Shield",CCU,No,No,No,No,No,Georgia,West Bengal,India,2023-12-13T18:26:11.896Z,Released
MAT240871,Maya Davis,Ava Garcia,Emirates Sky Cargo / SFO *,Emirates Sky Cargo / SFO *,General,102797,LAX,Machinary Parts,BLR,No,No,No,No,No,California,Karnataka,India,2024-02-07T20:14:47.781Z,Released
MAT242523,Matthew Johnson,Luna Miller,Air India,Air India / SFO*,Other,223254,SFO,"Parts of Microscope

Inv# 2401209",DEL,No,No,No,No,No,California,Punjab,India,2024-04-16T20:14:38.232Z,Active
MAT217202,Ethan Baker,Charlotte Jackson,Qatar Airways,Qatar Airways / LAX *,Dangerous Goods,72920,LAX,UN1070 NITROUS OXIDE,PVG,No,No,Yes,No,No,California,Shanghai Municipality,China,2021-11-29T22:07:38.482Z,Completed
MAT217310,Ethan Baker,Charlotte Jackson,British Airways,British Airways/LHR,Dangerous Goods,249635,SFO,UN1070 NITROUS OXIDE,PVG,No,No,Yes,No,No,California,Shanghai Municipality,China,2021-12-02T21:20:44.726Z,Completed
MAT232396,Evelyn Martin,Amelia Robinson,Air Canada Cargo,Air Canada Cargo/SFO *,General,41958,SFO,Lab Supplies,DEL,No,No,No,No,No,California,Punjab,India,2023-04-04T18:46:29.423Z,Completed
MAT224270,Evelyn Williams,Mia Garcia,Air India,Air India / SFO *,Machinery,190452,SFO,"Microcontroller
Valves
Diff Press xducer
Pin
LCD Display
Small motion control boards – demo purpose",BLR,No,No,No,No,No,,,India,2022-07-26T18:21:44.300Z,Completed
MAT211837,Aurora Patel,Charlotte Jackson,Qatar Airways,Qatar Airways / LAX *,Other,132038,ORD,auto parts,DOH,No,No,No,No,No,Illinois,Doha,Qatar,2021-04-08T19:36:03.462Z,Completed
MAT213291,Blake Garcia,Liam Hernandez,Etihad Crystal Cargo,Etihad Crystal Cargo / LAX *,Other,4695,MSP,Spare Parts,LHE,No,No,No,No,No,Minnesota,Punjab,Pakistan,2021-06-22T15:21:49.391Z,Completed
MAT215119,Chloe Anderson,Liam Hernandez,Air India,Air India / SFO *,Machinery,301694,SFO,Machinery Spares & Parts,AMD,No,No,No,No,No,California,Gujarat,India,2021-09-02T12:53:44.991Z,Completed
MAT221110,Chloe Anderson,Liam Hernandez,Turkish Airlines,Turkish Airlines/JFK *,Other,127797,DFW,Taps,BOM,No,No,No,No,No,Texas,Maharashtra,India,2022-02-22T17:57:10.478Z,Completed
MAT230981,Alexander Young,William Johnson,Turkish Airlines,Turkish Airlines / JFK*,General,199536,IAH, crane parts,CAI,No,No,No,No,No,Texas,Cairo,Egypt,2023-02-09T23:01:57.883Z,Completed
